Application ID,mohela_clid,Application_date,Loan Amount,Closing_date,Schedule_funding_date,Stage,Loan_Type,Term,Rate Type,Undiscounted Rate,disbursement_1,disbursement_1_date,disbursement_2,disbursement_2_date,disbursement_3,disbursement_3_date,disbursement_4,disbursement_4_date
190878P4,190878P4,12/20/2018,175425.03,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
5002051952AMB3,5002051952AMB3,12/20/2018,12000,01/25/2019,,Closed,In-School,10,Fixed,5.75,,1/25/19,,,,,,
190836,190836,12/20/2018,98994.05,01/08/2019,01/08/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
190849,190849,12/20/2018,90812.49,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
190852,190852,12/20/2018,40000,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,4.92,,,,,,,,
190854,190854,12/20/2018,33344.62,01/11/2019,01/11/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
190875,190875,12/20/2018,238484.82,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
190874,190874,12/20/2018,63533.3,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,5.75,,,,,,,,
190892,190892,12/20/2018,78800.37,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
190906,190906,12/20/2018,7609.81,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
190941,190941,12/20/2018,123517.61,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190954,190954,12/20/2018,103745.62,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
190920P2,190920P2,12/20/2018,158771.98,02/15/2019,02/15/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
190920P3,190920P3,12/20/2018,158771.98,02/15/2019,02/15/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
190937P2,190937P2,12/20/2018,138996.74,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,5.28,,,,,,,,
190937P3,190937P3,12/20/2018,138996.75,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,5.28,,,,,,,,
190831,190831,12/20/2018,29633.85,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,5.44,,,,,,,,
190919,190919,12/20/2018,58557.49,01/17/2019,01/17/2019,Closed,Refi,5,Fixed,5.22,,,,,,,,
190929,190929,12/20/2018,131509.05,01/04/2019,01/04/2019,Closed,Refi,7,Fixed,5.21,,,,,,,,
190879P2,190879P2,12/20/2018,179921.61,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
5002052372BMB3,5002052372BMB3,12/20/2018,12744,03/21/2019,,Closed,In-School,5,Fixed,5.15,,3/21/19,,,,,,
190825,190825,12/20/2018,85200,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
5002051490AMB3,5002051490AMB3,12/20/2018,18000,01/08/2019,,Closed,In-School,10,Fixed,5.5,,1/8/19,,,,,,
190879P1,190879P1,12/20/2018,179921.6,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
190903,190903,12/20/2018,32583.5,01/14/2019,01/14/2019,Closed,Refi,7,Fixed,5.63,,,,,,,,
190910,190910,12/20/2018,130000,02/05/2019,02/05/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190958,190958,12/20/2018,82215.94,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,6.03,,,,,,,,
190981,190981,12/21/2018,221104.42,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
190987,190987,12/21/2018,59185.71,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
191013,191013,12/21/2018,6652.06,01/11/2019,01/11/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
191028,191028,12/21/2018,172745.61,01/09/2019,01/09/2019,Closed,Refi,7,Fixed,5.25,,,,,,,,
191030P1,191030P1,12/21/2018,160649,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
191045,191045,12/21/2018,161059.67,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.46,,,,,,,,
191030P2,191030P2,12/21/2018,160649,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
191030P4,191030P4,12/21/2018,160649,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
190968,190968,12/21/2018,48030.51,02/19/2019,02/19/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
5002052278D01,,12/21/2018,108000,,,Denied,In-School,,,,,,,,,,,
5002052533D01,,12/21/2018,90000,,,Withdrawn,In-School,,,,,,,,,,,
190994,190994,12/21/2018,81582.33,02/13/2019,02/12/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
191001,191001,12/21/2018,77881.49,02/13/2019,02/13/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
191071,191071,12/21/2018,119267.03,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
191030P3,191030P3,12/21/2018,160649,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
190963,190963,12/21/2018,39819.76,01/09/2019,01/09/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
5002052357AMB3,5002052357AMB3,12/21/2018,5000,01/18/2019,,Closed,In-School,5,Fixed,5.2,,1/18/19,,,,,,
5002052372AMB3,5002052372AMB3,12/21/2018,12744,02/12/2019,,Closed,In-School,5,Fixed,5.15,,2/12/19,,,,,,
191078,191078,12/21/2018,32578.22,02/05/2019,02/05/2019,Closed,Refi,10,Fixed,5.82,,,,,,,,
5002052847AMB3,5002052847AMB3,12/21/2018,15000,03/25/2019,,Closed,In-School,5,Fixed,5.1,,3/25/19,,,,,,
191058,191058,12/21/2018,40749.66,01/16/2019,01/16/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191073,191073,12/21/2018,74934.74,02/19/2019,02/19/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
191085,191085,12/22/2018,140882.4,02/01/2019,02/01/2019,Closed,Refi,10,Fixed,5.82,,,,,,,,
191106,191106,12/22/2018,72351.81,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
191135P2,191135P2,12/22/2018,164399.28,01/11/2019,01/11/2019,Closed,Refi,10,Fixed,5.57,,,,,,,,
191097,191097,12/22/2018,148294.06,02/04/2019,02/04/2019,Closed,Refi,10,Fixed,5.5,,,,,,,,
191112,191112,12/22/2018,76763.55,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
191117,191117,12/22/2018,76350.66,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
191132,191132,12/22/2018,84457.78,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191135P1,191135P1,12/22/2018,164399.28,01/11/2019,01/11/2019,Closed,Refi,10,Fixed,5.57,,,,,,,,
191151,191151,12/22/2018,29248.53,01/09/2019,01/09/2019,Closed,Refi,20,Fixed,6.65,,,,,,,,
5002053299AMB3,5002053299AMB3,12/22/2018,53500,01/25/2019,,Closed,In-School,5,Fixed,5.2,,1/25/19,,,,,,
191115,191115,12/22/2018,24367.63,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191188,191188,12/23/2018,80516.24,01/09/2019,01/09/2019,Closed,Refi,7,Fixed,5.7,,,,,,,,
5002053517AMB3,5002053517AMB3,12/23/2018,40000,01/25/2019,,Closed,In-School,5,Fixed,5.2,,1/25/19,,,,,,
191170,191170,12/23/2018,235931.6,02/04/2019,02/04/2019,Closed,Refi,15,Fixed,5.3,,,,,,,,
191172,191172,12/23/2018,31659.36,01/14/2019,01/14/2019,Closed,Refi,15,Fixed,6.35,,,,,,,,
191181,191181,12/23/2018,41061.13,01/16/2019,01/16/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
191190,191190,12/23/2018,80160.72,02/06/2019,02/06/2019,Closed,Refi,15,Fixed,7.03,,,,,,,,
191208,191208,12/23/2018,88163.96,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
191211,191211,12/23/2018,120600.19,02/05/2019,02/05/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
191220,191220,12/23/2018,44913.13,01/14/2019,01/14/2019,Closed,Refi,15,Fixed,6.56,,,,,,,,
191227,191227,12/23/2018,65718,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191229,191229,12/23/2018,93305.88,01/17/2019,01/17/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191163,191163,12/23/2018,42908.83,01/14/2019,01/14/2019,Closed,Refi,20,Fixed,5.61,,,,,,,,
191234,191234,12/24/2018,76033.48,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191253,191253,12/24/2018,22910.63,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,6.14,,,,,,,,
191267,191267,12/24/2018,34369.56,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191286,191286,12/24/2018,181687.41,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
5002053825D01,,12/24/2018,28000,,,Approved,In-School,,,,,,,,,,,
191249,191249,12/24/2018,49149.02,02/14/2019,02/14/2019,Closed,Refi,10,Fixed,6.01,,,,,,,,
191271,191271,12/24/2018,75534.39,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191273,191273,12/24/2018,12517.94,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
191288,191288,12/24/2018,12394.26,02/05/2019,02/05/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
5002053715AMB3,5002053715AMB3,12/24/2018,35000,02/27/2019,,Closed,In-School,5,Fixed,5.05,,2/27/19,,,,,,
191237,191237,12/24/2018,124437.38,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
191260,191260,12/24/2018,12328.83,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191268,191268,12/24/2018,207440.61,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,5.93,,,,,,,,
191287,191287,12/24/2018,63282.92,02/05/2019,02/05/2019,Closed,Refi,20,Variable,5.71,,,,,,,,
191336,191336,12/25/2018,172092.4,02/05/2019,02/05/2019,Closed,Refi,20,Variable,6.61,,,,,,,,
191337,191337,12/25/2018,55815.41,01/14/2019,01/14/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
191354,191354,12/25/2018,53435,02/27/2019,02/27/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
191348P2,191348P2,12/25/2018,155666.86,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191348P1,191348P1,12/25/2018,155666.85,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191350,191350,12/25/2018,81357.8,01/10/2019,01/10/2019,Closed,Refi,7,Fixed,5.42,,,,,,,,
191353,191353,12/25/2018,133222.14,01/10/2019,01/10/2019,Closed,Refi,20,Fixed,6.44,,,,,,,,
191388,191388,12/26/2018,195259.24,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,7.27,,,,,,,,
191386,191386,12/26/2018,208022.87,02/05/2019,02/05/2019,Closed,Refi,15,Fixed,6,,,,,,,,
191406,191406,12/26/2018,74527.12,01/08/2019,01/08/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
191427,191427,12/26/2018,18477.11,02/01/2019,02/01/2019,Closed,Refi,10,Fixed,6.01,,,,,,,,
191436,191436,12/26/2018,15211.53,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
191444,191444,12/26/2018,157968.31,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
191477,191477,12/26/2018,133855.75,01/11/2019,01/11/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191494,191494,12/26/2018,45003.23,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.38,,,,,,,,
191511,191511,12/26/2018,117518.58,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,6.08,,,,,,,,
191499,191499,12/26/2018,5433.62,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
191515,191515,12/26/2018,47565.86,01/17/2019,01/17/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
191516,191516,12/26/2018,100586.72,02/01/2019,02/01/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
191517,191517,12/26/2018,119095.04,01/10/2019,01/10/2019,Closed,Refi,20,Fixed,7.07,,,,,,,,
191529,191529,12/26/2018,295144.83,02/26/2019,02/26/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191549P1,191549P1,12/26/2018,188508.83,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.86,,,,,,,,
191555,191555,12/26/2018,11346.46,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
191549P2,191549P2,12/26/2018,188508.83,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.86,,,,,,,,
191365,191365,12/26/2018,46007.39,02/06/2019,02/06/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191373,191373,12/26/2018,122203.68,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
191382,191382,12/26/2018,242145.6,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,5.45,,,,,,,,
191392,191392,12/26/2018,29774.21,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191394,191394,12/26/2018,98026.98,01/15/2019,01/15/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
191438,191438,12/26/2018,158425.16,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191441,191441,12/26/2018,137244.38,02/22/2019,02/22/2019,Closed,Refi,20,Fixed,5.95,,,,,,,,
191437,191437,12/26/2018,21371.72,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.68,,,,,,,,
191452,191452,12/26/2018,178244.6,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,5,,,,,,,,
191460,191460,12/26/2018,41554.25,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,6.56,,,,,,,,
191474,191474,12/26/2018,94559.27,01/15/2019,01/15/2019,Closed,Refi,10,Fixed,5.82,,,,,,,,
191478,191478,12/26/2018,20650.96,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191500,191500,12/26/2018,20049.94,02/01/2019,02/01/2019,Closed,Refi,10,Fixed,5.5,,,,,,,,
191510,191510,12/26/2018,144168.34,02/01/2019,02/01/2019,Closed,Refi,7,Fixed,5.44,,,,,,,,
191526,191526,12/26/2018,86930.03,01/14/2019,01/14/2019,Closed,Refi,20,Fixed,6.26,,,,,,,,
191557,191557,12/26/2018,121864.22,02/27/2019,02/27/2019,Closed,Refi,15,Fixed,5.3,,,,,,,,
5002054103AMB3,5002054103AMB3,12/26/2018,25000,02/08/2019,,Closed,In-School,5,Fixed,5.2,,2/8/19,,,,,,
5002054137D01,,12/26/2018,53000,,,Approved,In-School,,,,,,,,,,,
191377,191377,12/26/2018,67243.43,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
191433,191433,12/26/2018,47076.05,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191546,191546,12/26/2018,124518.67,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191363,191363,12/26/2018,63257,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
191398,191398,12/26/2018,142491.24,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
191486,191486,12/26/2018,26108.53,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191503,191503,12/26/2018,42935.99,02/11/2019,02/11/2019,Closed,Refi,10,Fixed,6.03,,,,,,,,
191560,191560,12/26/2018,13206.32,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
191599,191599,12/27/2018,12976.53,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191607,191607,12/27/2018,28930.37,02/08/2019,02/08/2019,Closed,Refi,7,Fixed,5.28,,,,,,,,
191606,191606,12/27/2018,33695.03,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,6.41,,,,,,,,
191615,191615,12/27/2018,34387.79,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.42,,,,,,,,
191635,191635,12/27/2018,20945.87,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
191683,191683,12/27/2018,14902.22,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191688,191688,12/27/2018,208000,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
191675,191675,12/27/2018,13827.8,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
191705,191705,12/27/2018,32466.34,01/10/2019,01/10/2019,Closed,Refi,20,Fixed,7.27,,,,,,,,
191718,191718,12/27/2018,76071.35,01/14/2019,01/14/2019,Closed,Refi,20,Fixed,6.86,,,,,,,,
191720,191720,12/27/2018,13443.23,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
191739,191739,12/27/2018,56599.39,02/05/2019,02/05/2019,Closed,Refi,10,Fixed,6.01,,,,,,,,
191768,191768,12/27/2018,73367.24,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,6.17,,,,,,,,
191777,191777,12/27/2018,99651.85,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,5.22,,,,,,,,
191781,191781,12/27/2018,80013.9,02/05/2019,02/05/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
191785,191785,12/27/2018,187225.19,01/11/2019,01/11/2019,Closed,Refi,5,Variable,3.465,,,,,,,,
191795,191795,12/27/2018,102005.55,01/09/2019,01/09/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191797,191797,12/27/2018,36000,02/20/2019,02/20/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191798,191798,12/27/2018,13638.58,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191572,191572,12/27/2018,37130,01/09/2019,01/09/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191592,191592,12/27/2018,149970.09,03/07/2019,03/07/2019,Closed,Refi,5,Fixed,5.43,,,,,,,,
191598P1,191598P1,12/27/2018,182907.7,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191602,191602,12/27/2018,124965.83,01/17/2019,01/17/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
191601,191601,12/27/2018,35748.35,01/14/2019,01/14/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191626,191626,12/27/2018,51559.32,01/09/2019,01/09/2019,Closed,Refi,20,Variable,6.01,,,,,,,,
191674,191674,12/27/2018,26191.13,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.63,,,,,,,,
191673,191673,12/27/2018,29745.98,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,7.03,,,,,,,,
191764,191764,12/27/2018,13943.65,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.62,,,,,,,,
191771,191771,12/27/2018,17482.52,02/04/2019,02/04/2019,Closed,Refi,10,Fixed,6.24,,,,,,,,
191780,191780,12/27/2018,115611.51,01/10/2019,01/10/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
5002055181AMB3,5002055181AMB3,12/27/2018,34000,01/16/2019,,Closed,In-School,10,Fixed,5.5,,1/16/19,,,,,,
191598P2,191598P2,12/27/2018,182907.7,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191566,191566,12/27/2018,33700,02/05/2019,02/05/2019,Closed,Refi,7,Fixed,5.44,,,,,,,,
191578,191578,12/27/2018,48110.12,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
191716,191716,12/27/2018,238007.91,01/17/2019,01/17/2019,Closed,Refi,20,Fixed,6.06,,,,,,,,
191766,191766,12/27/2018,32841.28,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191569,191569,12/27/2018,100308.01,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191638,191638,12/27/2018,13785.1,01/15/2019,01/15/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191695,191695,12/27/2018,103808.77,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
191715,191715,12/27/2018,47349.06,02/01/2019,02/01/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
191650,191650,12/27/2018,90000,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
191806,191806,12/28/2018,128269.63,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,7.03,,,,,,,,
191809,191809,12/28/2018,17486.76,01/09/2019,01/09/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191820,191820,12/28/2018,13556.47,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,5.37,,,,,,,,
191850,191850,12/28/2018,29629.4,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
191870,191870,12/28/2018,19734.16,01/09/2019,01/09/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191873,191873,12/28/2018,97130.99,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191877,191877,12/28/2018,15189.08,01/11/2019,01/11/2019,Closed,Refi,5,Fixed,5.43,,,,,,,,
191888,191888,12/28/2018,51159.47,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
191916,191916,12/28/2018,12333,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
191923,191923,12/28/2018,43544.35,01/10/2019,01/10/2019,Closed,Refi,7,Fixed,5.44,,,,,,,,
191944,191944,12/28/2018,192447.18,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,4.92,,,,,,,,
191956,191956,12/28/2018,60005.82,02/19/2019,02/19/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191941P1,191941P1,12/28/2018,166562.32,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,6.35,,,,,,,,
191963,191963,12/28/2018,15225.64,01/09/2019,01/09/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
191979,191979,12/28/2018,45000,03/07/2019,03/07/2019,Closed,Refi,5,Fixed,3.944,,,,,,,,
191981,191981,12/28/2018,60417.16,02/04/2019,02/04/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
5002055449AMB3,5002055449AMB3,12/28/2018,55500,02/05/2019,,Closed,In-School,5,Fixed,5.2,,2/5/19,,,,,,
191805,191805,12/28/2018,81805.11,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.59,,,,,,,,
191817,191817,12/28/2018,10226.22,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,6.01,,,,,,,,
191825,191825,12/28/2018,61423.84,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,5.34,,,,,,,,
191831P1,191831P1,12/28/2018,191415.62,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.24,,,,,,,,
191867,191867,12/28/2018,60907,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,5.43,,,,,,,,
191887,191887,12/28/2018,80794.01,01/17/2019,01/17/2019,Closed,Refi,20,Fixed,5.61,,,,,,,,
191903,191903,12/28/2018,85282.05,02/05/2019,02/05/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
191911,191911,12/28/2018,145612.71,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
191914,191914,12/28/2018,38079.02,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
191958,191958,12/28/2018,25977.89,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
191965,191965,12/28/2018,92435.88,01/16/2019,01/16/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
191953,191953,12/28/2018,32354.3,01/17/2019,01/17/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
191966,191966,12/28/2018,172078.85,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,5.95,,,,,,,,
192015,192015,12/28/2018,43000,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6,,,,,,,,
192014,192014,12/28/2018,18684.87,02/06/2019,02/06/2019,Closed,Refi,7,Fixed,5.28,,,,,,,,
191831P2,191831P2,12/28/2018,191415.62,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.24,,,,,,,,
191941P2,191941P2,12/28/2018,166562.32,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,6.35,,,,,,,,
191941P3,191941P3,12/28/2018,166562.33,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,6.35,,,,,,,,
191846,191846,12/28/2018,21467.47,02/05/2019,02/05/2019,Closed,Refi,7,Fixed,5.21,,,,,,,,
191917,191917,12/28/2018,57364.05,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
191954,191954,12/28/2018,167009.71,02/01/2019,02/01/2019,Closed,Refi,20,Fixed,5.75,,,,,,,,
191824,191824,12/28/2018,224660.83,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
191969,191969,12/28/2018,80640.48,03/21/2019,03/21/2019,Closed,Refi,5,Fixed,5.75,,,,,,,,
5002055845BMB3,5002055845BMB3,12/29/2018,49999,03/11/2019,,Closed,In-School,5,Fixed,5.15,,3/11/19,,,,,,
192028,192028,12/29/2018,12408.6,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
192029,192029,12/29/2018,21080.96,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,6.24,,,,,,,,
192061,192061,12/29/2018,51919.3,02/05/2019,02/05/2019,Closed,Refi,10,Fixed,6.17,,,,,,,,
192075,192075,12/29/2018,11055.84,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
192074,192074,12/29/2018,62569.95,01/16/2019,01/16/2019,Closed,Refi,7,Fixed,5.63,,,,,,,,
192084,192084,12/29/2018,52046.81,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
192125,192125,12/29/2018,214740.21,02/05/2019,02/05/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
192140,192140,12/29/2018,34162.92,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
192142,192142,12/29/2018,23209,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
5002055878AMB3,5002055878AMB3,12/29/2018,40000,03/08/2019,,Closed,In-School,7,Fixed,5.55,,3/8/19,,,,,,
192085,192085,12/29/2018,27267.36,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
192122,192122,12/29/2018,95100.91,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,6.56,,,,,,,,
192124,192124,12/29/2018,210000,02/05/2019,02/05/2019,Closed,Refi,10,Fixed,5.24,,,,,,,,
192129,192129,12/29/2018,94445.89,02/05/2019,02/05/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
192139,192139,12/29/2018,98633.32,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
